"","Name","Edition","City","Country","Owner","Seeker","Trader","Rarity","WillingnessToTrade","Popularity"
"2889","2006 House Blend","Coffee Blend Series","Various","USA",6,0,0,0,0,0.00546946216955333
"2890","2009 Reincarnate by Toki","Limited Edition","Various","Japan",8,1,2,0.000759301442672741,0.333333333333333,0.0072926162260711
"2891","2009 Reinvent by Toki","Limited Edition","Various","Japan",7,2,3,0.00113895216400911,0.5625,0.00638103919781222
"2892","2009 Renew By Toki","Limited Edition","Various","Japan",9,1,2,0.000759301442672741,0.3,0.00820419325432999
"2893","Taiwan Characteristic Shop Demi Set - Neihu Chengkung Shop","Mini Mugs","Taipei","Taiwan",32,5,4,0.00227790432801822,0.181818181818182,0.0291704649042844
"2894","Taiwan Characteristic Shop Demi Set - Banqiao Sinpu Shop","Mini Mugs","Taipei","Taiwan",28,5,3,0.00284738041002278,0.155172413793103,0.0255241567912489
"2895","Taiwan Characteristic Shop Demi Set - Neihu Minquan Shop","Mini Mugs","Taipei","Taiwan",29,5,3,0.00284738041002278,0.15,0.0264357338195077
"2896","Taiwan Characteristic Shop Demi Set - Keelung Yi14 Shop","Mini Mugs","Keelung","Taiwan",28,4,3,0.00227790432801822,0.155172413793103,0.0255241567912489
"2897","Taiwan Characteristic Shop Demi Set - NTNU YuanHo Shop","Mini Mugs","Taipei","Taiwan",28,5,3,0.00284738041002278,0.155172413793103,0.0255241567912489
"2898","Florida Icon Tumbler","Icon Tumbler","Florida","USA",8,20,0,0.0455580865603645,0,0.0072926162260711
"2899","California Icon Tumbler","Icon Tumbler","Various","USA",55,16,15,0.00227790432801822,0.401785714285714,0.0501367365542388
"2900","Cherry Blossom Madison Cutting Tumbler","Non-City Tumbler","Various","South Korea",4,2,1,0.00227790432801822,0.3,0.00364630811303555
"2901","Cherry Blossom Falling Origami Tumbler","Non-City Tumbler","Various","South Korea",2,3,1,0.00341685649202733,0.5,0.00182315405651778
"2902","Starbucks Siren Stackable Mug","Limited Edition","Various","Taiwan",22,5,5,0.00189825360668185,0.326086956521739,0.0200546946216955
"2903","2006 Sumatra Blend","Coffee Blend Series","Various","USA",8,0,1,0,0.166666666666667,0.0072926162260711
"2904","Romeo & Juliet - Key To My Heart","Holiday Mugs","Various","USA",5,1,1,0.00113895216400911,0.25,0.00455788514129444
"2905","A friendly call- William Merritt Chace","Limited Edition","Various","USA",3,1,0,0.00227790432801822,0,0.00273473108477666
"2906","Korea National Flower - Mugunghwa (Rose of Sharon) Tumbler","Non-City Tumbler","Various","South Korea",6,3,0,0.00683371298405467,0,0.00546946216955333
"2907","Korea Limit - Pink Virtical Tumbler (12oz)","Non-City Tumbler","Various","South Korea",2,3,1,0.00341685649202733,0.5,0.00182315405651778
"2908","Korea Limit - Butterfly Tumbler (12oz)","Non-City Tumbler","Various","South Korea",2,3,1,0.00341685649202733,0.5,0.00182315405651778
"2909","Korea Limit - Butterfly Mug","Asian Artsy Design Mugs","Various","South Korea",7,2,1,0.00227790432801822,0.1875,0.00638103919781222
"2910","New Cherry Blossom Mug 16oz","Asian Artsy Design Mugs","Various","South Korea",8,4,1,0.00455580865603645,0.166666666666667,0.0072926162260711
"2911","Cherry Blossom Dazing Blossom","Non-City Tumbler","Various","South Korea",19,12,1,0.0136674259681093,0.075,0.0173199635369189
"2912","Cherry Blossom Mug","Asian Artsy Design Mugs","Various","South Korea",12,4,2,0.00303720577069096,0.230769230769231,0.0109389243391067
"2913","Hunminjeongeum  - Ancient Korean Script Mug White","Asian Artsy Design Mugs","Various","South Korea",52,7,10,0.00144957548146614,0.283018867924528,0.0474020054694622
"2914","2012 Purple Mug with Floral motives 14oz","Asian Artsy Design Mugs","Various","Taiwan",9,2,0,0.00455580865603645,0,0.00820419325432999
"2915","2013 Valentines Day Pink with white hearts mug 14oz","Holiday Mugs","Various","Taiwan",9,2,1,0.00227790432801822,0.15,0.00820419325432999
"2916","2013 Valentines Day White with red hearts mug 14oz","Holiday Mugs","Various","Taiwan",10,1,1,0.00113895216400911,0.136363636363636,0.00911577028258888
"2917","2013 Pink Relief Valentines mug 12oz","Holiday Mugs","Various","Japan",8,0,1,0,0.166666666666667,0.0072926162260711
"2918","2013 White Relief Valentines Mug 12oz","Holiday Mugs","Various","Japan",8,0,1,0,0.166666666666667,0.0072926162260711
"2919","2010","Holiday Mugs","Various","China",3,0,0,0,0,0.00273473108477666
"2920","Chalk Tri-Color Mug 3","Limited Edition","Various","USA",5,2,1,0.00227790432801822,0.25,0.00455788514129444
"2921","Chalk Tri-Color Mug 2","Limited Edition","Various","USA",4,3,1,0.00341685649202733,0.3,0.00364630811303555
"2922","Chalk Tri-color mug 1","Limited Edition","Various","USA",5,2,1,0.00227790432801822,0.25,0.00455788514129444
"2923","Blue Year of the Dragon Demitasse","Mini Mugs","Various","China",10,3,1,0.00341685649202733,0.136363636363636,0.00911577028258888
"2924","Red Year of the Dragon Demitasse","Mini Mugs","Various","China",11,2,1,0.00227790432801822,0.125,0.0100273473108478
"2925","2009 Spring Blossoming tree Mug 12oz","Limited Edition","Various","Germany",11,1,0,0.00227790432801822,0,0.0100273473108478
"2926","2007 Multicolor striped Mug 12oz","Limited Edition","Various","Germany",3,2,0,0.00455580865603645,0,0.00273473108477666
"2927","2006 Brown Speckled 12oz mug","Limited Edition","Various","Germany",1,1,0,0.00227790432801822,0,0.000911577028258888
"2928","2009 Embossed Hearts Valentines Mug 14 oz","Holiday Mugs","Various","Germany",4,3,0,0.00683371298405467,0,0.00364630811303555
"2929","Daikanyama Tsutaya Book Store Tumbler","Non-City Tumbler","Tokyo","Japan",9,1,1,0.00113895216400911,0.15,0.00820419325432999
"2930","You Are Here In Nashville","13 You Are Here Series","Nashville","USA",305,160,21,0.0165665769310416,0.102941176470588,0.278030993618961
"2931","Hunminjeongeum - Ancient Korean Script Mug Black","Asian Artsy Design Mugs","Various","South Korea",56,7,12,0.00122656386893289,0.315789473684211,0.0510483135824977
"2932","You Are here In Houston","13 You Are Here Series","Houston","USA",415,112,54,0.00463864154069165,0.194711538461538,0.378304466727438
"2933","Rotterdam - Erasmus Bridge","08 Icon Edition","Rotterdam","Netherlands",502,124,62,0.00448349423292476,0.184890656063618,0.457611668185962
"2934","2010-Year of the Tiger","Asian Artsy Design Mugs","Various","China",30,34,0,0.0774487471526196,0,0.0273473108477666
"2935","Taiyuan","Icon Tumbler","Taiyuan","China",7,11,3,0.00626423690205011,0.5625,0.00638103919781222
"2936","You Are Here In Portland","13 You Are Here Series","Portland","USA",386,131,53,0.00552602716611828,0.205426356589147,0.351868732907931
"2937","2012 Tokyo Sky Tree Tumbler 20oz (Blue)","City Tumbler","Tokyo","Japan",9,2,0,0.00455580865603645,0,0.00820419325432999
"2938","Cupid Valentine Romeo and Juliet","Holiday Mugs","Various","USA",5,4,1,0.00455580865603645,0.25,0.00455788514129444
"2939","Hawaii - The Art Of Hula","Non-City Tumbler","Hawaii","USA",4,2,1,0.00227790432801822,0.3,0.00364630811303555
"2940","You Are Here in Cambridge","13 You Are Here Series","Cambridge","USA",308,158,25,0.0138426493779569,0.121359223300971,0.280765724703737
"2941","Harbin - Global Icon Demitasse","08 Icon Edition Mini","Harbin","China",22,27,3,0.015375854214123,0.195652173913043,0.0200546946216955
"2942","Green isothermal ceramic mug 2008","Undefined Series","Various","USA",2,1,1,0.00113895216400911,0.5,0.00182315405651778
"2943","Red isothermal ceramic mug 2008","Undefined Series","Various","USA",3,1,1,0.00113895216400911,0.375,0.00273473108477666
"2944","Chocolate brown isothermal ceramic mug 2008","Undefined Series","Various","Germany",3,1,1,0.00113895216400911,0.375,0.00273473108477666
"2945","2011 Starbucks For Here 16oz Mug","Limited Edition","Various","South Korea",9,3,2,0.00227790432801822,0.3,0.00820419325432999
"2946","2006 Banana Mug? Green","Limited Edition","Various","Japan",2,2,0,0.00455580865603645,0,0.00182315405651778
"2947","Africa Mug","Limited Edition","Various","Taiwan",7,3,0,0.00683371298405467,0,0.00638103919781222
"2948","2008 Japan Christmas","Christmas Mugs","Various","Japan",2,1,0,0.00227790432801822,0,0.00182315405651778
"2949","You Are Here in San Francisco","13 You Are Here Series","San Francisco","USA",565,119,83,0.00322703113135915,0.219964664310954,0.515041020966272
"2950","You are Here in Las Vegas","13 You Are Here Series","Las Vegas","USA",562,117,71,0.00370159453302961,0.189165186500888,0.512306289881495
"2951","You are Here in Vail","13 You Are Here Series","Vail","USA",298,176,26,0.0148485615456003,0.130434782608696,0.271649954421149
"2952","You Are Here in Chicago","13 You Are Here Series","Chicago","USA",552,99,82,0.00271701841534704,0.222423146473779,0.503190519598906
"2953","Sweet","Holiday Mugs","Various","USA",4,2,1,0.00227790432801822,0.3,0.00364630811303555
"2954","Passion, amor, devotion....","Holiday Mugs","Various","USA",4,1,1,0.00113895216400911,0.3,0.00364630811303555
"2955","Flirt","Holiday Mugs","Various","USA",6,3,1,0.00341685649202733,0.214285714285714,0.00546946216955333
"2956","1994 Rosanna cup and saucer","Undefined Series","Various","USA",1,1,0,0.00227790432801822,0,0.000911577028258888
"2957","Logo Mug","Limited Edition","Various","China",5,2,0,0.00455580865603645,0,0.00455788514129444
"2958","Celebrate Your Anniversary with Great Coffee 2012","Non-City Tumbler","Various","Japan",2,1,0,0.00227790432801822,0,0.00182315405651778
"2959","Starbucks Japan Logo Mug","Limited Edition","Various","Japan",11,2,0,0.00455580865603645,0,0.0100273473108478
"2960","2013 Starbucks Harajuku","Limited Edition","Tokyo","Japan",14,4,1,0.00455580865603645,0.1,0.0127620783956244
"2961","You Are Here in Los Angeles","13 You Are Here Series","Los Angeles","USA",525,115,70,0.00368956334819853,0.199619771863118,0.478577939835916
"2962","You are here in Miami","13 You Are Here Series","Miami","USA",377,166,26,0.0140048932759639,0.103174603174603,0.343664539653601
"2963","Red Mug","Limited Edition","Various","Thailand",2,1,0,0.00227790432801822,0,0.00182315405651778
"2964","Orange Mug","Limited Edition","Various","Thailand",2,1,0,0.00227790432801822,0,0.00182315405651778
"2965","White & Green Leaf Design","Asian Artsy Design Mugs","Various","Japan",4,0,0,0,0,0.00364630811303555
"2966","White & Blue Swirl Design","Asian Artsy Design Mugs","Various","Japan",3,0,1,0,0.375,0.00273473108477666
"2967","XI GUAN FOLKWAY","Asian Artsy Design Mugs","Beijing","China",6,9,0,0.020501138952164,0,0.00546946216955333
"2968","You Are Here in California","13 You Are Here Series","Various","USA",632,79,138,0.00129463627275856,0.327014218009479,0.576116681859617
"2969","You Are Here in Boston","13 You Are Here Series","Boston","USA",462,122,47,0.00578967350037965,0.152267818574514,0.421148587055606
"2970","You Are Here in Hawaii","13 You Are Here Series","Hawaii","USA",421,130,25,0.0113895216400911,0.0888625592417062,0.383773928896992
"2971","Blonde Roast Mug","Coffee Origin Series","Various","USA",2,0,1,0,0.5,0.00182315405651778
"2972","Sakura 2013 Demi","Mini Mugs","Tokyo","Japan",19,3,1,0.00341685649202733,0.075,0.0173199635369189
"2973","You Are Here in Orange County","13 You Are Here Series","Orange County","USA",409,125,61,0.00459254904842384,0.223170731707317,0.372835004557885
"2974","Sakura 2013 Mug","Asian Artsy Design Mugs","Various","Japan",20,3,3,0.00170842824601367,0.214285714285714,0.0182315405651778
"2975","You Are Here in Memphis","13 You Are Here Series","Memphis","USA",248,180,9,0.041002277904328,0.0542168674698795,0.226071103008204
"2976","You Are Here in Pittsburgh","13 You Are Here Series","Pittsburgh","USA",328,136,25,0.0119151918696338,0.113981762917933,0.298997265268915
"2977","You Are Here in San Diego","13 You Are Here Series","San Diego","USA",426,133,57,0.0052234702694211,0.200234192037471,0.388331814038286
"2978","You Are Here in Seattle","13 You Are Here Series","Seattle","USA",505,111,86,0.00290629172885084,0.254940711462451,0.460346399270738
"2979","You Are Here in Dallas","13 You Are Here Series","Dallas","USA",420,104,43,0.00538413750258853,0.153206650831354,0.382862351868733
"2980","You Are Here in New York","13 You Are Here Series","New York","USA",663,92,100,0.00207492275423442,0.225903614457831,0.604375569735643
"2981","1971logo mug","Limited Edition","Tokyo","Japan",12,5,1,0.00569476082004556,0.115384615384615,0.0109389243391067
"2982","Jonathan Adler Tumbler","Non-City Tumbler","Various","USA",22,11,1,0.0125284738041002,0.0652173913043478,0.0200546946216955
"2983","Red mug with Lid","Undefined Series","Various","China",4,0,0,0,0,0.00364630811303555
"2984","Yellow Mug with Lid","Undefined Series","Various","China",4,0,0,0,0,0.00364630811303555
"2985","Black Raised Letters","Limited Edition","Various","China",2,3,0,0.00683371298405467,0,0.00182315405651778
"2986","Thailand 100th Store","Non-City Tumbler","Various","Thailand",8,4,2,0.00303720577069096,0.333333333333333,0.0072926162260711
"2987","INDONESIA","Asian Artsy Design Mugs","Various","Indonesia",11,4,0,0.00911161731207289,0,0.0100273473108478
"2988","MEXICO","Limited Edition","Various","Mexico",13,2,1,0.00227790432801822,0.107142857142857,0.0118505013673655
"2989","Cupid Cherub Heart Angel- Julia La Pine","Holiday Mugs","Various","USA",3,3,2,0.00227790432801822,0.75,0.00273473108477666
"2990","You Are Here in Pike Place Market","13 You Are Here Series","Various","USA",474,139,59,0.00527714502657555,0.186315789473684,0.432087511394713
"2991","Pink Spring Blossom","Asian Artsy Design Mugs","Various","China",2,0,0,0,0,0.00182315405651778
"2992","Psychedelic","Limited Edition","Various","USA",2,1,0,0.00227790432801822,0,0.00182315405651778
"2993","2002 Barista Abbey Demi set","Mini Mugs","Various","USA",2,5,1,0.00569476082004556,0.5,0.00182315405651778
"2994","Avenues Kuwait","Limited Edition","Kuwait","Kuwait",12,5,2,0.00379650721336371,0.230769230769231,0.0109389243391067
"2995","Tall Brown Snake Tumbler","Non-City Tumbler","Various","Philippines",5,1,1,0.00113895216400911,0.25,0.00455788514129444
"2996","Changchun Demi","08 Icon Edition Mini","Changchun","China",27,28,4,0.012756264236902,0.214285714285714,0.02461257976299
"2997","Santa!","Christmas Mugs","Various","France",3,1,0,0.00227790432801822,0,0.00273473108477666
"2998","VIA Brown Spoon Mug","Coffee Origin Series","Various","Japan",3,2,0,0.00455580865603645,0,0.00273473108477666
"2999","Melbourne Tumbler","Icon Tumbler","Melbourne","Australia",25,11,5,0.00417615793470008,0.288461538461538,0.0227894257064722
"3000","Bandung Tumbler","City Tumbler","Bandung","Indonesia",5,1,0,0.00227790432801822,0,0.00455788514129444
"3001","Taipei Tumbler","Icon Tumbler","Taipei","Taiwan",25,7,4,0.00318906605922551,0.230769230769231,0.0227894257064722
"3002","Solo Tumbler","City Tumbler","Solo","Indonesia",2,1,0,0.00227790432801822,0,0.00182315405651778
"3003","Frankfurt - Made in England, 2002","94 CITY MUG Collector Seris","Frankfurt","Germany",27,3,2,0.00227790432801822,0.107142857142857,0.02461257976299
"3004","Indianapolis Tumbler","Icon Tumbler","Indianapolis","USA",6,17,0,0.0387243735763098,0,0.00546946216955333
"3005","Houston Icon Tumbler","Icon Tumbler","Houston","USA",9,15,0,0.0341685649202733,0,0.00820419325432999
"3006","Santa playing piano","Christmas Mugs","Various","USA",3,1,0,0.00227790432801822,0,0.00273473108477666
"3007","2013 You & Me Valentine Red Thumbler","Non-City Tumbler","Various","Singapore",1,0,0,0,0,0.000911577028258888
"3008","Brown Raised Letters","Limited Edition","Various","USA",3,2,0,0.00455580865603645,0,0.00273473108477666
"3009","Dark Green Raised Letters","Limited Edition","Various","USA",3,2,0,0.00455580865603645,0,0.00273473108477666
"3010","Light Blue Raised Letters","Limited Edition","Various","USA",6,0,0,0,0,0.00546946216955333
"3011","Red Raised Letters","Limited Edition","Various","USA",6,2,0,0.00455580865603645,0,0.00546946216955333
"3012","Yellow Raised Letters","Limited Edition","Various","USA",4,2,0,0.00455580865603645,0,0.00364630811303555
"3013","You Are Here in Charlotte","13 You Are Here Series","Charlotte","USA",321,139,23,0.0131928625664389,0.107142857142857,0.292616226071103
"3014","You Are Here in The Hamptons","13 You Are Here Series","Hamptons","USA",316,171,30,0.0125652141964876,0.141955835962145,0.288058340929809
"3015","You Are Here in Austin","13 You Are Here Series","Austin","USA",338,124,30,0.00911161731207289,0.132743362831858,0.308113035551504
"3016","You Are Here in Detroit","13 You Are Here Series","Detroit","USA",330,153,27,0.0124471200780996,0.122356495468278,0.300820419325433
"3017","You Are Here in Colorado","13 You Are Here Series","Various","USA",450,188,43,0.00973286394698695,0.143015521064302,0.4102096627165
"3018","Gold Mid Autumn Moon","Holiday Mugs","Various","China",2,3,0,0.00683371298405467,0,0.00182315405651778
"3019","2008 Golden Abbey Award Mug","Limited Edition","Various","USA",1,5,0,0.0113895216400911,0,0.000911577028258888
"3020","Interior Logo","Limited Edition","Various","USA",1,1,0,0.00227790432801822,0,0.000911577028258888
"3021","Steamy Cup of Coffee","Limited Edition","Various","USA",2,1,0,0.00227790432801822,0,0.00182315405651778
"3022","Etched Red Mermaid","Limited Edition","Various","China",7,8,0,0.0182232346241458,0,0.00638103919781222
"3023","Butterflies and Hearts","Holiday Mugs","Various","China",1,1,0,0.00227790432801822,0,0.000911577028258888
"3024","Green Raised Letters","Limited Edition","Various","USA",7,0,0,0,0,0.00638103919781222
"3025","Orange Raised Letters","Limited Edition","Various","USA",5,0,0,0,0,0.00455788514129444
"3026","2000 Barista Moon","Limited Edition","Various","USA",1,0,0,0,0,0.000911577028258888
"3027","2000 Barista Stars","Limited Edition","Various","USA",2,0,1,0,0.5,0.00182315405651778
"3028","Blue Band with White","Limited Edition","Various","China",3,1,0,0.00227790432801822,0,0.00273473108477666
"3029","Flirt","Holiday Mugs","Various","USA",3,2,1,0.00227790432801822,0.375,0.00273473108477666
"3030","China Beauty","Asian Artsy Design Mugs","Various","China",2,1,0,0.00227790432801822,0,0.00182315405651778
"3031","Colorful Costa Rica Mug","Coffee Origin Series","Various","USA",1,0,0,0,0,0.000911577028258888
"3032","Rose gold/green mug","Asian Artsy Design Mugs","Various","China",2,1,0,0.00227790432801822,0,0.00182315405651778
"3033","One Partner....","Limited Edition","Various","USA",1,2,0,0.00455580865603645,0,0.000911577028258888
"3034","Romance","Holiday Mugs","Various","USA",3,1,0,0.00227790432801822,0,0.00273473108477666
"3035","Cigar Band Mermaid","Limited Edition","Various","USA",4,7,0,0.0159453302961276,0,0.00364630811303555
"3036","Black/red floral mug with lid","Asian Artsy Design Mugs","Various","Taiwan",2,1,0,0.00227790432801822,0,0.00182315405651778
"3037","Floral mug with lid","Asian Artsy Design Mugs","Various","China",2,1,0,0.00227790432801822,0,0.00182315405651778
"3038","Fruit mug with lid","Limited Edition","Various","China",2,1,0,0.00227790432801822,0,0.00182315405651778
"3039","Mi Amor Mi Espresso","Limited Edition","Various","USA",3,1,0,0.00227790432801822,0,0.00273473108477666
"3040","My Starbucks Idea.Com","Limited Edition","Various","USA",1,0,0,0,0,0.000911577028258888
"3041","Puzzle Pieces","Asian Artsy Design Mugs","Various","Japan",4,0,0,0,0,0.00364630811303555
"3042","Holiday Demi","Holiday Mugs Mini","Various","China",4,3,0,0.00683371298405467,0,0.00364630811303555
"3043","Turkey Demi Set 2","Mini Mugs","Various","Turkey",3,4,0,0.00911161731207289,0,0.00273473108477666
"3044","Turkey Demi Set 1","Mini Mugs","Various","Turkey",1,5,0,0.0113895216400911,0,0.000911577028258888
"3045","Madison Square Garden","Limited Edition","New York","USA",1,9,0,0.020501138952164,0,0.000911577028258888
"3046","2013 - Year of the Snake #2","Asian Artsy Design Mugs","Various","China",34,13,5,0.00493545937737282,0.214285714285714,0.0309936189608022
"3047","Denmark - Cycling","08 Icon Edition","Various","Denmark",419,182,17,0.0230321437610731,0.0607142857142857,0.381950774840474
"3048","Changchun Icon Tumbler","Icon Tumbler","Changchun","China",6,12,3,0.00683371298405467,0.642857142857143,0.00546946216955333
"3049","Denmark Icon Tumbler","Icon Tumbler","Various","Denmark",6,19,1,0.0216400911161731,0.214285714285714,0.00546946216955333
"3050","Italian Roast Tumbler","Non-City Tumbler","Various","South Korea",1,1,1,0.00113895216400911,0.75,0.000911577028258888
"3051","You Are Here in Florida","13 You Are Here Series","Various","USA",541,96,65,0.00331331538620832,0.179889298892989,0.493163172288058
"3052","SS Lucy Valentine Day Tumbler","Non-City Tumbler","Various","South Korea",1,1,1,0.00113895216400911,0.75,0.000911577028258888
"3053","Every Love Valentine Day Mug","Holiday Mugs","Various","South Korea",7,2,1,0.00227790432801822,0.1875,0.00638103919781222
"3054","You&Me Valentine Day Mug","Holiday Mugs","Various","South Korea",10,5,1,0.00569476082004556,0.136363636363636,0.00911577028258888
"3055","SS Networker Valentine Day steel mug","Holiday Mugs","Various","South Korea",4,1,1,0.00113895216400911,0.3,0.00364630811303555
"3056","2013 Valentine's Day Red Mug","Holiday Mugs","Various","South Korea",4,1,1,0.00113895216400911,0.3,0.00364630811303555
"3057","2013 Valentine's Day Pink Mug","Holiday Mugs","Various","South Korea",6,1,1,0.00113895216400911,0.214285714285714,0.00546946216955333
"3058","You Are Here in Philadelphia","13 You Are Here Series","Philadelphia","USA",403,120,41,0.00650829808005207,0.152227722772277,0.367365542388332
"3059","You Are Here in Waikiki","13 You Are Here Series","Waikiki","USA",378,145,21,0.0150134603437565,0.08311345646438,0.34457611668186
"3060","Vietnam Icon Tumbler","Icon Tumbler","Various","Vietnam",24,11,4,0.00501138952164009,0.24,0.0218778486782133
"3061","2013 Taiwan Attractions Demi Set - Kenting National Park","Mini Mugs","Pingtung","Taiwan",37,5,6,0.00162707452001302,0.236842105263158,0.0337283500455789
"3062","2013 Taiwan Attractions Demi Set - Chin Jing Farm","Mini Mugs","Nantou","Taiwan",35,5,4,0.00227790432801822,0.166666666666667,0.0319051959890611
"3063","2013 Taiwan Attractions Demi Set - Sun Moon Lake","Mini Mugs","Nantou","Taiwan",34,5,4,0.00227790432801822,0.171428571428571,0.0309936189608022
"3064","2013 Taiwan Attractions Demi Set - Tamsui","Mini Mugs","Taipei","Taiwan",34,5,4,0.00227790432801822,0.171428571428571,0.0309936189608022
"3065","2013 Taiwan Attractions Demi Set - National Center for Traditional Arts","Mini Mugs","Yilan","Taiwan",33,6,3,0.00341685649202733,0.132352941176471,0.0300820419325433
"3066","Kaohsiung Demitasse","Mini Mugs","Kaohsiung","Taiwan",40,5,3,0.00284738041002278,0.109756097560976,0.0364630811303555
"3067","Tainan Demitasse","Mini Mugs","Tainan","Taiwan",41,4,4,0.00182232346241458,0.142857142857143,0.0373746581586144
"3068","Taichung Demitasse","Mini Mugs","Taichung","Taiwan",41,7,3,0.00398633257403189,0.107142857142857,0.0373746581586144
"3069","Hsinchu Demitasse","Mini Mugs","Hsinchu","Taiwan",40,4,3,0.00227790432801822,0.109756097560976,0.0364630811303555
"3070","Taipei Demitasse","Mini Mugs","Taipei","Taiwan",41,6,3,0.00341685649202733,0.107142857142857,0.0373746581586144
"3071","Vietnam I - Ao Dai","08 Icon Edition","Various","Vietnam",381,146,21,0.0151170014495755,0.0824607329842932,0.347310847766636
"3072","Washington D.C. Icon Tumbler","Icon Tumbler","Washington D.C.","USA",19,14,2,0.0106302201974184,0.15,0.0173199635369189
"3073","Heidelberg Icon Tumbler","Icon Tumbler","Heidelberg","Germany",11,12,1,0.0136674259681093,0.125,0.0100273473108478
"3074","2004 Barista mosaic 2","04 Barista series","Various","USA",2,1,1,0.00113895216400911,0.5,0.00182315405651778
"3075","2007 Starbucks Baseball balls","Limited Edition","Various","USA",5,1,1,0.00113895216400911,0.25,0.00455788514129444
"3076","Celebrate EveryLove","Holiday Mugs","Al-Khobar","Saudi Arabia",2,2,0,0.00455580865603645,0,0.00182315405651778
"3077","Orlando Icon Tumbler","Icon Tumbler","Orlando","USA",8,19,0,0.0432801822323462,0,0.0072926162260711
"3078","Orlando Architecture Tumbler","City Tumbler","Orlando","USA",2,1,1,0.00113895216400911,0.5,0.00182315405651778
"3079","Los Angeles Icon Tumbler","Icon Tumbler","Los Angeles","USA",13,18,0,0.041002277904328,0,0.0118505013673655
"3080","World Globe  version 1 Made in USA 1994","Limited Edition","Various","USA",8,3,1,0.00341685649202733,0.166666666666667,0.0072926162260711
"3081","Home for the Holidays-For Santa","Christmas Mugs","Various","USA",6,1,2,0.000759301442672741,0.428571428571429,0.00546946216955333
"3082","Home for the Holidays-Fireplace","Christmas Mugs","Various","USA",6,1,2,0.000759301442672741,0.428571428571429,0.00546946216955333
"3083","Home for the Holidays-Nutcracker","Christmas Mugs","Various","USA",6,1,2,0.000759301442672741,0.428571428571429,0.00546946216955333
"3084","Home for the Holidays-Angel, Peace, Joy","Christmas Mugs","Various","USA",5,2,2,0.00151860288534548,0.5,0.00455788514129444
"3085","Cutting Christmas Tree","Christmas Mugs","Various","USA",2,1,0,0.00227790432801822,0,0.00182315405651778
"3086","Valentine","Limited Edition","Various","USA",6,3,1,0.00341685649202733,0.214285714285714,0.00546946216955333
"3087","Saudi Arabia 2000","Limited Edition","Al-Khobar","Saudi Arabia",4,7,0,0.0159453302961276,0,0.00364630811303555
"3088","Diwali 2012","Holiday Mugs","Various","India",3,13,0,0.0296127562642369,0,0.00273473108477666
"3089","1998 Valentine","Limited Edition","Various","USA",4,1,0,0.00227790432801822,0,0.00364630811303555
"3090","Frappuccino","Limited Edition","Various","USA",1,2,0,0.00455580865603645,0,0.000911577028258888
"3091","You Are Here in Niagara Falls","13 You Are Here Series","Niagara Falls","Canada",394,174,48,0.00808888475663614,0.182278481012658,0.359161349134002
"3092","2006 Starbucks Golf balls","Limited Edition","Various","USA",5,1,1,0.00113895216400911,0.25,0.00455788514129444
"3093","2007 Barista Mosaic","Limited Edition","Various","USA",1,0,0,0,0,0.000911577028258888
"3094","2004 Barista mosaic","04 Barista series","Various","USA",5,1,1,0.00113895216400911,0.25,0.00455788514129444
"3095","2002 Barista Mosaic 2","02 Barista series","Various","USA",7,3,1,0.00341685649202733,0.1875,0.00638103919781222
"3096","2002 Barista Mosaic","02 Barista series","Various","USA",6,3,1,0.00341685649202733,0.214285714285714,0.00546946216955333
"3097","2008 Starry Night Blue Lime Green & White Mosaic","Limited Edition","Various","USA",6,4,1,0.00455580865603645,0.214285714285714,0.00546946216955333
"3098","Indonesia Dancer","Indonesia Dancers","Various","Indonesia",59,26,7,0.00740318906605923,0.175,0.0537830446672744
"3099","Pike Place Spring Market espresso shot mug","Mini Mugs","Various","USA",9,9,0,0.020501138952164,0,0.00820419325432999
"3100","Van Gogh's Cafe Terrace at Night espresso shot mug","Mini Mugs","Various","USA",8,10,0,0.0227790432801822,0,0.0072926162260711
"3101","Diamond Jubilee Coffee Mug","Limited Edition","Various","United Kingdom",22,8,0,0.0182232346241458,0,0.0200546946216955
"3102","Starbucks  Dinner Storefront Travel mug","Limited Edition","Various","USA",3,3,0,0.00683371298405467,0,0.00273473108477666
"3103","Starbucks Dinner Storefront espresso shot mug","Mini Mugs","Various","USA",10,5,0,0.0113895216400911,0,0.00911577028258888
"3104","Pike Place logo ceramic tumbler","Non-City Tumbler","Seattle","USA",28,3,1,0.00341685649202733,0.0517241379310345,0.0255241567912489
"3105","2012 Pike Place Stacking Mug","Limited Edition","Seattle","USA",45,5,6,0.00162707452001302,0.195652173913043,0.04102096627165
"3106","You Are Here in Canada (1st  Edition - green trees)","13 You Are Here Series","Various","Canada",442,122,84,0.00326946268256733,0.284424379232506,0.402917046490428
"3107","Makati - Central Business District","08 Icon Edition","Makati","Philippines",435,113,56,0.00451584542221157,0.192660550458716,0.396536007292616
"3108","You Are Here in Orlando","13 You Are Here Series","Orlando","USA",427,131,39,0.00746013667425968,0.136682242990654,0.389243391066545
"3109","Stockholm Demitasse","08 Icon Edition Mini","Stockholm","Sweden",81,24,6,0.00780995769606248,0.109756097560976,0.0738377392889699
"3110","Sweden Demitasse","08 Icon Edition Mini","Stockholm","Sweden",84,22,5,0.00835231586940015,0.0882352941176471,0.0765724703737466
